N,P,K,temperature,humidity,ph,rainfall,label
93,57,122,27.317674548151267,83.97984642547453,6.643104094518561,240.9168035687703,cinnamon
92,61,104,27.325275331555194,90.85945540121739,6.309682631629195,244.40479187834646,cinnamon
99,34,99,30.44906595751513,83.94336686815183,5.55762787299865,229.3241847997199,cinnamon
98,46,103,26.852629820281507,82.71393071101221,6.365450535994189,258.9379109693263,cinnamon
92,44,103,32.16765376845673,82.31270359670422,6.172575636746888,261.9851350060555,cinnamon
101,33,99,25.091272568994636,83.39848958135548,6.082817592100218,239.06573587472158,cinnamon
109,60,103,30.832189056597983,94.23428088313312,6.508729369228714,215.01987888876764,cinnamon
101,39,93,24.923205547379055,90.87042040918162,5.767107163773129,272.9816693732915,cinnamon
108,53,110,28.334515448885192,76.87928200502917,5.674117984099946,239.79785813115404,cinnamon
97,54,112,27.181710592749194,76.8616191260124,5.242861473642155,248.59427138106486,cinnamon
92,69,81,33.12652088066316,85.18282769778264,5.3814605872757575,257.98669048260655,cinnamon
108,51,87,24.422572036612582,82.8735485612248,5.871161320368744,253.08681445405043,cinnamon
100,39,109,30.414303252282316,88.11542294105573,5.431605608016857,286.5838182580387,cinnamon
91,57,104,31.002604991520446,84.03237533691626,6.048613183323293,244.73368205373242,cinnamon
108,60,101,26.197713602470817,87.61117042146296,5.967640432956612,230.62835510476305,cinnamon
121,52,102,27.524793912176012,82.54786646048129,5.429433688181521,258.03743466674695,cinnamon
82,50,103,29.649101266861013,82.9780429502614,5.730631058283564,247.8178760321702,cinnamon
101,43,101,26.254722666930167,91.70845424079073,6.040023345626007,253.59642852581777,cinnamon
104,51,97,28.643006458385678,84.92182812020545,5.8179314167899925,244.08187080576639,cinnamon
89,40,94,23.487774166978298,87.34212467772315,6.034305263318352,242.98878790238481,cinnamon
86,47,101,28.48687161731891,88.96991051596912,5.897208026094408,257.65021870073815,cinnamon
99,49,112,29.16069518320127,97.67259264590544,6.110656469337948,236.1642158516686,cinnamon
90,51,95,28.895096363540052,82.1239881151427,5.5847521525072015,260.37134936921234,cinnamon
102,50,111,35.09644285503304,85.04670112705811,5.909594362584502,258.28164112294195,cinnamon
99,56,100,23.94619240894586,90.13070157840225,6.122575807072894,228.1321013810487,cinnamon
120,43,97,26.322764635678183,88.92386286436408,5.755135646687372,251.31906922179274,cinnamon
100,57,99,29.221638024191577,90.26630859096835,5.826808679291459,243.49869658179645,cinnamon
99,61,88,29.526301531220902,89.83808107030504,5.938172277495152,258.2536747705183,cinnamon
106,55,101,25.78449306884582,80.48527120783892,5.9758294925536815,251.85964466836955,cinnamon
93,42,81,24.378676114554622,77.06386981266067,5.57025868977507,248.55471395835315,cinnamon
104,69,109,26.96291194479228,82.00798790380956,5.922857192685796,204.58611915358642,cinnamon
111,57,103,29.422584210800103,89.79553170648896,5.685051278737594,257.01570576405663,cinnamon
91,43,93,28.62810012943284,79.91785482724708,6.233580460300066,246.1606187186946,cinnamon
106,52,98,26.493532262031593,81.80962083220004,6.27232029981391,239.98932117665692,cinnamon
109,62,105,27.408743939609277,83.47472372742354,5.182967936154634,258.33889456499634,cinnamon
104,44,100,27.149213363941122,92.69292697066187,5.543132697657269,253.82070783907815,cinnamon
80,44,96,33.574639375042814,89.68369490474741,5.648148177476491,246.06884717902537,cinnamon
93,55,91,26.261943183564018,95.61102428154906,6.265276804263875,244.79908396609412,cinnamon
101,48,101,25.25283662045956,79.22135748588983,6.557030243646053,272.4514814343263,cinnamon
100,52,100,25.510369588728043,91.87560577333502,6.716456143427276,214.92919685369816,cinnamon
113,46,108,30.029694432490302,90.18264306129237,6.453470550907207,260.8033997952798,cinnamon
83,46,101,27.85981524106976,82.71101191542527,5.4051726177508295,252.65732770255843,cinnamon
98,68,103,26.676412511780665,86.4974846545836,5.568766475075349,255.9706287849724,cinnamon
101,53,108,22.043145931950974,83.4230151675818,6.176607863681541,214.3368805052281,nutmeg
98,46,106,28.959771304482548,84.5017490819142,5.691459478721975,178.91015642053074,nutmeg
107,46,102,28.20817490630724,91.98656005202025,5.657233388820596,218.5646964235704,nutmeg
85,37,102,29.241130204366907,77.95576667650838,6.192223956506955,214.66037986673638,nutmeg
121,64,99,25.887176222974567,90.28772182168659,6.27822917539663,182.38263400193802,nutmeg
105,50,97,32.231559041934815,87.42926719568862,6.215410859554386,227.50629047071087,nutmeg
124,48,96,25.001944634351368,84.33097723533808,5.877560854308615,198.0230848323546,nutmeg
94,39,96,21.919009835435894,85.50203432636964,5.322983134829011,226.76028474502982,nutmeg
91,42,104,27.02020786876488,82.79767316737075,6.251201111003184,172.8654065071418,nutmeg
85,43,105,29.527837480459873,88.23712176509606,6.340811713912469,169.05623386702123,nutmeg
120,30,92,26.460205967023676,78.0750071589887,6.076704946742681,186.96845714121662,nutmeg
97,40,101,29.40856902317268,81.50872836489492,6.3889055409034885,248.3904881116802,nutmeg
106,54,84,24.703719126033796,86.77349883528085,6.175888395449419,205.80306693970076,nutmeg
113,35,95,24.98829675351529,82.87324428877987,5.726481445531647,211.28244599758344,nutmeg
113,51,103,29.887174789369478,82.1835463309474,6.63482809495395,173.57982845171335,nutmeg
96,41,97,31.273289448665775,82.09643781900844,5.984336240435328,187.94087372166095,nutmeg
94,63,93,30.542613403231165,84.59728412327577,6.137315452322917,192.29769124517142,nutmeg
96,47,87,29.720298983887304,84.77405754941903,5.408081357375573,200.661791472215,nutmeg
90,70,109,33.328058605326596,78.396857828182,5.341686797732524,201.66154404538543,nutmeg
107,56,97,27.567395492261152,91.05377393346375,5.485036619292961,195.08088814372772,nutmeg
93,47,117,28.59194424790749,82.99309365911677,5.526056292569069,190.4136634965196,nutmeg
103,36,93,26.242434268884345,87.66783167668268,5.94537488365193,200.52644905832383,nutmeg
126,42,95,31.230125559246588,80.12592888388305,6.142828048254743,209.6008665658776,nutmeg
111,44,94,25.3953315974465,84.19403391508895,6.219211372232965,200.24151470924915,nutmeg
100,53,101,23.56112497041452,85.60535104160137,6.050487205840467,198.22911606245847,nutmeg
100,44,99,31.06393908988526,77.29784498025364,5.638695971415897,183.54755208775785,nutmeg
98,54,108,21.96638241170239,80.51277289650217,6.62468353977606,206.51425614720458,nutmeg
103,50,110,28.01533863470924,83.6398596083699,5.605787812064481,184.25429895459962,nutmeg
113,36,107,25.93371265861077,79.96318468631792,5.3623483461165975,170.90777737782102,nutmeg
92,54,91,29.021728745120097,85.86591287460134,6.4827220987611005,191.67381842220513,nutmeg
103,59,116,26.30590008533722,92.69787095764133,6.351905333564533,180.63697331916538,nutmeg
115,62,113,30.63151697295871,77.20379631960277,5.634934143127463,215.25792864695856,nutmeg
88,44,105,26.808673289921668,89.05949948419025,6.5254450300914755,181.4185132222718,nutmeg
95,46,97,27.53093502769867,78.54663483266933,6.05948948145636,213.7778250859488,nutmeg
110,61,83,28.10577082853453,84.76149795476303,5.343871146147039,188.6805524091203,nutmeg
105,39,93,32.16631412816321,90.13359263803659,5.380723122312401,194.52641395764277,nutmeg
105,57,92,31.72944992506801,89.59666427049538,6.342695805143503,203.65602346620045,nutmeg
99,54,97,28.04879958572232,80.47232310607534,5.891904576687883,193.54944316482224,nutmeg
89,36,105,25.417930430885328,84.99079830645347,6.0767591138421295,201.21469435559973,nutmeg
108,46,104,24.884987225829747,89.16945646891335,6.30862875412632,209.6824741254535,nutmeg
99,61,90,26.477251226027548,84.81986566054967,5.689334978980381,197.2156771697029,nutmeg
89,37,109,28.99313546287764,81.72886944463899,6.515530535011494,247.57847263604526,nutmeg
95,46,96,25.736515017118265,72.53455477032858,5.517609951861444,195.99929350808324,nutmeg
107,43,113,27.499291499854642,91.77256738563355,5.718181535351249,187.27344452426834,nutmeg
98,48,94,27.8982366291907,87.49308618649616,5.633616080451489,212.89954044467135,nutmeg
95,38,99,26.892307139604082,82.45164608419233,6.467974234496859,207.4917427863846,nutmeg
99,48,99,26.736395895214397,90.32745151638755,6.222050351934625,213.97164755913582,nutmeg
97,52,105,28.930583075050397,86.2695156266903,5.609652962319769,176.48766452088887,nutmeg
107,50,96,24.314532279779183,79.75061633717678,5.7267385655938545,217.50945597914088,nutmeg
108,55,96,28.989194485504605,81.7576667155417,6.120188647285524,210.63478199365673,nutmeg
75,57,100,30.51104007153867,90.7681995129358,5.928631970457707,202.61700823933575,nutmeg
88,43,92,30.110036198236457,81.87322788709169,6.344447435237742,204.0263104256901,nutmeg
99,54,101,29.62584528388951,89.74146591567425,6.461464266536463,213.52021093318822,nutmeg
111,56,91,22.23285341124183,77.74145142118176,5.628727271166287,210.8138970515445,nutmeg
95,50,99,27.8381758792749,81.46836680439372,6.62752814696866,197.46606185516407,nutmeg
111,44,103,26.834540290859685,84.15902086598305,5.291216634620024,168.13014585739188,nutmeg
104,54,101,27.172692664546048,80.09798853130388,6.014271728852926,177.65858621716353,nutmeg
106,45,96,29.02434030297497,76.21695563913377,6.253090614526066,192.61702189542146,nutmeg
95,58,109,24.01696470208601,77.35788615433692,5.7740666548916755,175.75508260135751,nutmeg
95,55,92,29.39992119892283,83.64360592398351,5.948917620001354,199.65792272146484,nutmeg
104,55,94,28.91477485452518,86.78310874549992,5.738814588325198,214.59123729512612,nutmeg
107,48,105,23.147761529007504,81.23905251044205,6.276422355596606,209.83437445910764,nutmeg
86,60,82,29.719188023815008,93.81689888604673,5.886994290972735,198.92473006725842,nutmeg
105,52,90,25.506703934079045,82.40425540011901,5.754587645491425,208.30358673098118,nutmeg
88,57,86,32.618934250911195,84.65105166260251,5.381745580418746,191.81527802217246,nutmeg
104,48,99,26.672043710905463,83.35947561946351,5.4503006038233,211.9899685890194,nutmeg
107,53,100,23.523920921228488,76.90542926370458,6.302634850223233,194.08823348902845,nutmeg
90,43,102,28.479472487467152,81.05298114125243,5.7641413967173625,177.6154372010867,nutmeg
93,59,104,28.106864712859604,87.33578570395123,5.751447084930916,200.10499419571448,nutmeg
99,56,102,30.592097369776134,89.48502159232491,6.305483836984423,196.1224337493813,nutmeg
105,55,107,32.02441575321052,90.92396872119573,6.337428087264943,205.4835393483772,nutmeg
113,45,107,29.539612559355405,83.53037818089427,5.978255304557437,180.70037356038603,nutmeg
85,49,115,30.219643124216446,78.74626548642851,6.119554719285909,200.82978055573543,nutmeg
109,52,108,25.812328390572336,89.02862907752686,5.897346001559002,202.91378410856277,nutmeg
94,41,103,26.260100958668545,84.78222623488891,6.915846338196663,211.0128842354424,nutmeg
103,51,95,30.180649910842938,83.42881651823683,6.329631410823492,185.2462997204119,nutmeg
85,49,93,29.38794069368247,84.45338030343763,6.884111303225939,188.54088860546233,nutmeg
94,49,98,26.60402178884418,78.05908306177994,6.48086099931018,190.46469378993095,nutmeg
106,40,101,25.03111224514213,90.78222170062121,5.685432571991683,183.2078285992946,nutmeg
88,50,96,31.48131991243608,76.48213694197578,5.7977273424815055,167.39667901513081,nutmeg
119,55,95,31.76790966199656,85.791020843545,5.932636414369338,219.14695108687488,nutmeg
93,47,112,25.551476489670957,86.50587723951995,5.741923772394834,208.17048321609377,nutmeg
98,53,117,28.56233521093833,80.60506866987028,6.217822246616393,205.8723960481029,nutmeg
106,44,96,25.8884347527537,88.1791234105173,6.11593429090477,220.26657774885683,nutmeg
89,54,92,28.524950785709756,87.94383752808693,5.924231309941593,193.0305233105637,nutmeg
102,42,98,25.108050638085047,87.88212429123855,6.83424985284563,211.6075380253669,nutmeg
110,53,88,25.2446125152693,86.68845583290033,5.336096029740697,212.53693116359398,nutmeg
107,61,105,28.80652297616665,86.94382755737094,7.136834337777341,207.61920025296158,nutmeg
88,35,100,30.957661361152645,88.4548423830514,5.677503087040729,217.46858454985232,nutmeg
85,38,101,28.220800863692563,74.1144183006235,6.098389715449669,214.82573922458147,nutmeg
91,58,93,32.52595938471657,85.74490596938746,6.084270116433061,187.67922389951144,nutmeg
83,56,93,24.106832425295853,75.90955896203216,6.266281076397211,205.0987599042621,nutmeg
98,57,107,27.51382930557556,86.82046969125119,6.084938762560599,203.14290694543882,nutmeg
81,38,103,31.271822401726368,88.92133723533229,5.508455426838379,221.3741832070286,nutmeg
102,43,112,27.595633318536052,87.7959045217932,5.9699954350198965,197.09170364274334,nutmeg
117,61,110,30.739657982978365,77.11711273838382,6.500788154248389,186.39419465450527,nutmeg
113,55,98,26.798350980367942,80.07214218120174,5.6080086450600835,173.1012028875322,nutmeg
75,52,113,32.31913259995992,84.88010779820593,5.673092644638211,189.55775838678795,nutmeg
106,55,103,29.72041502425526,84.91781809883462,5.701182553081106,193.59066984420346,nutmeg
107,48,98,27.98294585304669,81.81108232939249,6.27443975738633,200.44804025225312,nutmeg
118,79,127,21.990802339397415,75.85904860674778,5.808316920636592,115.23018797309874,tobacco
118,71,118,23.50857003481526,79.26579203913909,6.232973908868905,68.18794550026796,tobacco
115,69,121,26.14415154497083,67.46521444613069,6.408289484302258,84.80390444828026,tobacco
115,80,115,23.219121922204504,79.07139980443219,6.006611923052454,73.03489290764827,tobacco
112,82,121,25.500734400689314,83.46294012246105,6.504421717923789,125.19857015170093,tobacco
107,76,136,26.7032774147617,84.20357179875646,5.835784805003145,70.30424873943059,tobacco
116,90,121,22.893342613358506,74.83141397977302,5.530630790397515,113.30926112893704,tobacco
97,70,118,28.710333433747113,75.54541868573064,5.700270993905281,97.29201076146599,tobacco
113,87,111,23.592204319019757,80.09973289891687,6.610693330718291,100.74993711911922,tobacco
123,88,126,24.733738597669443,80.05066025348174,5.5301495967484655,104.80421645639457,tobacco
118,82,121,25.742278725387607,72.01520809995257,6.521528891573782,108.84567503199641,tobacco
110,72,125,23.531040138397557,63.40810580983394,6.100011868512364,83.7057589640858,tobacco
128,71,125,24.87481620842121,75.06840054881063,5.980845068011323,106.73947087648152,tobacco
113,75,112,28.513392683604778,70.21841873568584,5.8562126775430325,104.4730021245133,tobacco
110,93,121,24.736608839752925,71.31868960492699,5.695549525132225,112.50195429778337,tobacco
120,70,130,28.53042598328954,71.5780804437456,6.074158551015753,86.22596512465385,tobacco
116,94,122,28.33822820342911,73.42272655997232,5.77452810997481,99.32629946142667,tobacco
121,89,118,23.702553164332507,77.38487941019508,5.8021972855218324,100.49376427760555,tobacco
110,86,121,25.19664694854532,75.45805197541233,5.179464325405572,114.19787235925162,tobacco
124,80,132,27.323420580004527,76.08982853113477,5.795635033864614,89.9300341938708,tobacco
104,91,114,25.91892918339817,92.54741275338587,6.632093262390338,111.0363513844767,tobacco
120,81,127,23.211343455165135,71.27915220753671,6.1648316708179545,112.5713021576576,tobacco
121,67,125,26.247180831995205,68.42721215410934,5.900651707506798,90.47198574498856,tobacco
119,87,120,29.840618230268337,77.29318996674209,5.975150929287976,101.10920440105657,tobacco
126,68,118,23.28285451505668,60.54926955210583,5.536226031071039,99.25338498125095,tobacco
117,73,118,20.585863830641685,69.63141333323381,6.653081911318859,116.48296064936065,tobacco
130,86,119,28.873641761269397,79.45017241816211,5.928877215222464,81.18228705576225,tobacco
136,92,120,26.036088441046395,78.74095387771345,6.006367990922665,101.7951949045134,tobacco
118,74,113,26.752826612857543,67.53415263768444,5.75262488631658,125.42491824682416,tobacco
131,84,119,26.750276886343855,67.46959103885276,5.832825539813946,98.63403217236076,tobacco
116,72,121,26.69613214182644,81.32597857565283,6.052791732114624,115.4523968189452,tobacco
140,78,113,25.811652192912288,87.46136816963566,5.9389178956883715,105.31866957232282,tobacco
122,73,131,26.804520662107254,77.18567803259151,6.206264541979008,110.99971442083165,tobacco
120,72,132,26.53745228363528,71.09972992349992,5.548352607625307,119.97186948341147,tobacco
123,77,127,22.439931011494835,75.18175332122841,6.183664436825344,137.4188872938889,tobacco
119,75,127,25.252989438834625,76.17573357447132,5.372134964933113,86.75416512051298,tobacco
123,79,129,25.21427878194605,76.593259739926,6.233893688067159,116.11844149006589,tobacco
100,86,107,27.55301487058839,77.07906948393905,5.947171712186768,75.28811147931172,tobacco
113,67,120,21.332993840896055,78.32631670206742,5.647306770568484,114.28683941284295,tobacco
133,77,127,25.56499804883146,71.76957396365644,5.806881611839044,105.86762663220463,tobacco
104,68,123,25.556719909167434,68.09918962329719,5.63372859391726,81.24138426668347,tobacco
111,85,120,25.98324461446936,65.00316990895834,5.792480022399882,110.52406259939877,tobacco
124,66,120,28.658911675584623,71.45806065803977,6.316704214297819,98.8505904541359,tobacco
111,64,124,23.69059221663613,68.99431593170522,5.712447056905847,93.89048080182,tobacco
134,67,111,30.8145608382869,70.78289807010049,5.529612384505841,114.21454308048922,tobacco
110,76,108,27.384413196051128,64.41147580924934,5.568110771675225,102.60710421480704,tobacco
115,63,115,21.16520734069018,73.83977943533947,6.314610692688265,72.50304148209318,tobacco
120,91,120,21.769790589092125,77.57305326305334,5.659472203322079,91.8299215545885,tobacco
100,84,131,27.740333317276885,77.66726432687496,5.601667426258001,93.4583882117486,tobacco
120,87,120,27.8932444515684,73.26816050522854,6.017154761263349,94.6105810504926,tobacco
111,70,120,24.395739040475867,77.83828213467831,5.622980109597949,76.59757946677182,tobacco
119,79,111,23.335838461787123,74.13490406972022,5.215794140466137,102.55182701155,tobacco
123,75,116,27.53393908091912,68.39595143145975,5.782253249838174,119.83477947435347,tobacco
129,68,107,27.250725555875057,69.50336786243777,5.915559965777262,120.20319336236204,tobacco
132,67,126,23.63810933083525,75.82575066425025,6.1849604798584314,107.5447843240181,tobacco
111,89,125,29.572076241142714,75.80139951513985,6.59827265141025,90.4502152967861,tobacco
140,86,127,26.37803560510346,78.91077403579042,5.819659458270883,123.97660445424333,tobacco
130,73,112,27.425113536560076,69.15081776217436,6.587339844336299,75.76928180413438,tobacco
102,78,132,22.304204324306944,71.75407203018342,5.610972428740786,110.55528919633892,tobacco
106,88,117,24.600254101944824,71.35634022989534,6.059074604580641,90.89277156116117,tobacco
106,81,120,23.05850587506611,81.41696930541835,6.486154413198572,90.08540951801398,tobacco
116,74,138,23.778689198164674,80.76171270129099,5.964918057643858,74.7876024349114,tobacco
122,78,126,25.041535288203146,78.5604771325013,6.257829503650654,95.86474436914746,tobacco
130,61,119,22.07296090029613,73.32767671904243,5.251395470921838,92.30268221462354,tobacco
120,89,131,30.16568071367716,69.77905564724807,5.625432157152344,109.25826771061642,tobacco
104,69,106,23.97216188419673,75.76256819412043,5.50997809732783,105.66822573835772,tobacco
140,87,115,23.227079075055446,68.67249813235442,6.089518252154038,96.90274302719423,tobacco
103,77,137,25.263705944081508,71.77471766483785,6.37116518742828,99.53374495004816,tobacco
122,82,112,23.309204961378434,68.6064321808073,5.563790239255689,80.60066691580091,tobacco
119,96,113,22.177278912610102,76.86794170209687,6.262774060814446,93.04587322646084,tobacco
119,83,130,22.08110618446966,76.61588929354231,6.16914917566654,84.65196245425527,tobacco
124,81,121,23.5750662613606,76.49487149678012,5.911285899215162,107.63952131641427,tobacco
124,97,114,20.85846153721148,71.79563222220648,5.604750994701182,78.35195855880153,tobacco
112,86,112,19.976347969853485,71.56510970920273,5.5820037342357836,136.64331914291023,tobacco
103,74,113,20.298500953930873,75.12204895605336,6.240775046012133,106.83376791681192,tobacco
127,71,113,24.8615596484571,73.39887802613937,6.364890421218721,100.65426324097308,tobacco
132,81,115,25.10577688193739,70.07310225716226,6.171541214112039,79.90237679513322,tobacco
127,78,133,26.460110108542885,78.28101419701055,5.456024756097563,87.96757767339403,tobacco
124,73,117,21.89176229713313,75.20336037662805,5.9266906321079595,98.25117342161933,tobacco
110,75,114,21.77079738852852,67.31615291205502,5.983617624861863,86.71511488356285,tobacco
121,76,131,28.419794397342798,76.72178848277801,5.935816276156338,94.99028788799411,tobacco
114,82,132,22.825238388863525,75.66507603281208,5.952713850566393,91.96158805757264,tobacco
133,71,118,20.31956199824699,76.50726116457429,6.331581122324674,92.17049251161829,tobacco
121,100,114,24.30502619629883,74.99665047937924,6.071355027913599,81.6774579293417,tobacco
126,93,111,23.838436756711385,64.85422465796768,6.007152076394234,116.18577992660565,tobacco
115,90,125,27.82896700812831,74.41414368567017,5.781699681233362,73.36782263973559,tobacco
125,78,112,25.729503971002995,68.93316163431426,6.417893083115758,84.54635624697262,tobacco
131,71,128,25.266075090392725,79.79203339664923,5.811790304529079,89.85041116764667,tobacco
125,73,122,21.83003802138366,70.03273999594761,5.898403084587246,92.89487672090337,tobacco
124,82,117,27.874793731119077,76.90317723870297,6.7781723686472315,71.95157700646931,tobacco
118,81,124,22.89092811521577,72.90944387459405,5.850063380626056,83.54803314148626,tobacco
116,82,98,26.672227316842857,72.26973112392173,5.981407028217644,96.11087817597026,tobacco
113,74,118,24.716680963977268,77.64277882922025,6.412290064648786,105.70317018069872,tobacco
120,68,127,25.856243494787563,74.94361346848855,6.207312351399297,101.67837157057897,tobacco
135,82,115,25.869502150720074,68.93008549024444,6.025472968968818,110.61443819156453,tobacco
119,85,119,22.680346522065687,76.45648052278023,6.579240790613935,76.2890035716118,tobacco
138,71,127,26.23683072199249,78.98125000739844,6.483371070043937,112.01511640653308,tobacco
109,98,114,24.08468637264216,80.18239681736935,5.523280445037878,108.5738261363566,tobacco
119,76,116,25.775930126696778,71.68340518089778,6.080730859627589,71.73278665535847,tobacco
118,69,121,25.46326726905122,77.60576633824701,5.837540809652766,80.12206435131577,tobacco
104,45,102,26.767286221204145,87.0135496452976,5.470779638479259,218.5244675844204,rubber
100,51,85,27.57583180740418,88.96189485558882,5.521113476221441,242.99451467237978,rubber
92,42,90,28.535542102629606,84.50716273199663,5.8879001075934765,252.9794306370626,rubber
106,39,79,30.717925646692155,87.14893352746441,4.947574324119557,265.21448653253213,rubber
93,40,108,26.25322694678721,76.4785320728997,5.245926031349563,274.2902400497603,rubber
98,38,96,28.62682054204358,94.97047900400004,5.82635125825071,250.04346112320016,rubber
93,51,88,28.741972343506724,73.4776622526825,5.350239766488229,228.2627813158686,rubber
115,61,99,28.358075691177422,81.74823417315847,5.350107037347286,259.22359062457787,rubber
112,52,93,26.44135426103919,80.29031122813473,5.043899886090324,237.3637802969427,rubber
88,51,107,25.888818493065845,87.06396949801236,5.684522019269903,222.3707139307353,rubber
96,46,90,29.301741517639076,86.31058642424063,5.000116739460352,245.90288850224204,rubber
105,39,109,29.07166648146851,84.06879689742303,5.865299122429281,252.49156553271177,rubber
93,34,105,28.27625776208778,85.1143383161589,4.590644660494809,249.9708582347504,rubber
111,41,88,27.75391321697082,79.07394732628582,5.257008522336872,269.83908779966663,rubber
107,37,105,26.441699085367265,89.47762838482913,5.255817832227061,259.05130079081067,rubber
88,51,99,28.42073396599141,78.38357959571316,5.760766417729471,251.5403048736169,rubber
100,38,101,24.249164373014835,89.64463388972163,5.178342978120269,265.9939019393417,rubber
79,37,110,29.475446342630658,81.33760719215307,5.8946168467465165,255.45933962988374,rubber
99,46,90,29.903173249608983,81.89515623203674,4.431457410686051,250.72426908258845,rubber
101,49,107,33.57191299063298,78.99238696059112,5.319422859486682,261.8051163516578,rubber
107,47,114,29.728205881502124,79.97533934012009,6.065954999935857,231.63188845590903,rubber
84,62,96,30.318248136472228,90.24560670517914,5.633922565803249,277.4187976876508,rubber
105,63,84,26.170651145037976,86.72633513051052,5.4909117212462055,251.90155875027685,rubber
108,47,95,31.048556799822688,85.87575638796592,5.83182283075108,247.03370772009848,rubber
100,46,85,31.149433866455364,94.87848599183943,5.536926825177365,221.10462903762004,rubber
104,55,101,27.178272208937553,90.5984047115261,6.290533365189141,244.75371333248603,rubber
114,47,101,26.078137173551035,87.97898063965548,5.656618568503409,250.78847602986747,rubber
110,53,104,23.79378128921079,80.24227670232167,5.56471085754684,223.23642113149012,rubber
119,43,91,26.232570327334614,85.5951636965949,5.277178872432315,248.87651564646958,rubber
100,60,103,29.370130959268092,86.5767695932878,4.695220703976812,258.90110789224985,rubber
105,56,93,26.960491440801942,78.92114482097946,5.435225208606638,244.29001803572515,rubber
113,46,102,26.290721843120068,92.58713003402407,4.8010980468742215,240.540193292802,rubber
100,51,100,23.882821378803598,81.08346977027354,5.023422302632343,234.17341799173022,rubber
99,48,95,24.71638329882918,88.05516185299368,4.734710614492005,274.51177004014744,rubber
86,72,105,25.281175820750327,89.53884975062735,4.407869403514905,280.2306169762008,rubber
96,60,102,25.41645679147475,86.96619049218673,4.523546497389197,225.73064922085393,rubber
109,61,92,28.718724405320412,80.51293570210925,5.8334101570063766,252.10250334031937,rubber
87,59,100,28.40835724491287,91.7251894071472,4.678806345927741,260.47281968695955,rubber
88,57,86,27.381541750390912,78.45521793948419,4.727402291647023,262.88099784612916,rubber
96,39,102,24.084660225601898,84.61764720393704,5.398477810480261,231.63880479126342,rubber
111,50,92,28.228596381521246,83.20353889869169,5.610630237037403,241.47506210547763,rubber
98,36,102,26.32914461111766,88.36391156736427,5.173401712704682,270.1018189235908,rubber
90,55,93,23.691340830220273,85.82337790868807,5.901811593296859,268.4207151959251,rubber
106,50,87,24.290859344013686,81.8244548149789,5.5927942707898595,244.82998602681656,rubber
107,42,102,24.935146763471753,75.83593636438886,5.244387702848432,234.7279849936623,rubber
93,41,113,27.001612031860116,78.37596437253171,5.194145912054756,253.5221983832672,rubber
95,46,103,33.10463977357501,81.2331403253294,5.032209402100101,259.93357465330064,rubber
95,52,98,23.216107934977323,87.17381574968597,5.278763752914227,237.78598018431387,rubber
102,43,89,26.40598959642126,90.7198955528311,5.455720486708061,242.21673592840833,rubber
105,51,95,27.300857649073645,81.98108058928624,6.101225470090985,224.92972233231677,rubber
100,31,97,29.11475752926461,88.28383203723166,5.23639452318411,246.89785560588902,rubber
92,56,107,26.67771362296398,83.44121386275187,5.207615372477615,269.86224275864424,rubber
95,44,103,28.24074821740735,80.59278888704702,5.377307257386392,234.618412801875,rubber
99,55,110,31.367676864635744,77.62699903304642,5.6705944501365115,249.90140343317913,rubber
100,39,93,26.378387709622487,78.98485459549511,5.190636900283047,252.19525481248135,rubber
90,57,108,22.96726761780316,93.24612676000277,4.866510435925901,228.90971643781467,rubber
107,51,96,27.47291361320094,85.86446487834539,6.03588208910895,232.65427776745608,rubber
96,43,89,28.01915172515841,83.71112222617451,5.701868157496219,244.14678611172187,rubber
104,46,94,27.530999544408697,87.78491983460944,6.085132633932912,274.36657177087443,rubber
98,55,90,30.050736756286437,82.06341533349071,5.831535438034239,256.6415580174638,rubber
109,60,99,32.03003954960421,92.33572177327474,5.681463934106398,278.6880288681247,rubber
106,51,108,30.566505163382036,89.18077386335888,5.984303173397975,253.12459741850668,rubber
97,38,95,31.241295028855845,88.93882499934242,5.529233146619385,240.39684705546188,rubber
107,54,94,29.681994571885824,80.71607028597525,5.7666841409746326,243.1863784015233,rubber
107,51,98,22.22132149117565,75.18745083503248,5.637916561899433,256.8436499310648,rubber
93,47,100,30.018082229627026,89.96672409160308,5.8445942660565,268.2472029241765,rubber
95,44,101,27.98393292417522,86.2702317778877,5.268023933545138,268.72807470585064,rubber
107,53,101,27.582097138359654,76.47564164236584,5.498490716641156,241.61247629782005,rubber
103,47,105,28.027828914187985,87.12196357289957,5.697288219276951,227.16675707530368,rubber
93,51,106,25.834234022691117,87.13883242581461,5.497507221881261,240.57495679460382,rubber
105,58,87,34.194659367400234,87.13755800226373,5.119076191080762,223.7190221708915,rubber
88,50,108,23.18642007553312,81.7614717911981,6.088717279085362,233.186955453885,rubber
91,57,98,25.580492185312494,72.45612595160743,5.418384120281375,240.6247426459411,rubber
99,58,108,29.24228683896622,91.51680908822455,5.400916824872715,236.54671921180773,rubber
97,55,104,28.019185612849455,79.35484608524753,5.7841625198242905,253.31068606375138,rubber
93,57,93,28.370131249450612,83.56395892448211,4.957430411758975,235.81096449969104,rubber
98,55,100,28.925456339417714,91.50373228962859,5.627322685264391,282.4013040436796,rubber
106,46,98,24.220007722730195,82.9449832501187,5.3044119725841155,261.8091982225941,rubber
103,44,101,29.37134095769428,88.95068484635212,5.414494570309728,252.53590522370692,rubber
